,text,sentiment
3232, i feel for you that sounds like how kiya was last night  all i can say is get comfy on the couch and enjoy the cuddles,2
3233,  eh  have u never heard of belfast where like everyone loves you,1
3234,wow its only 930,1
3235, yes  me too i cant understand why they have to do that i mean i know its all about hollywood but this thing is called love,2
3236,i hve a blister on my pinky nd it hurts soooo much,0
3237,watching what happens in vegas,1
3238,oh happy day nice weather smiling happy baby and icecream later,2
3239,headed to the beach with puppy maverick hugs and much aloha,2
3240,i want to borrow an mx5 this weekend,1
3241, lol i had a peek at httpgeehallblogspotcom its coming along nicely  i totally understand about leaving the set quiet too,2
3242,uk  o2  train from bristol to london its terrible  and no wifi,0
3243,everything is spinning,1
3244,serafina85 its headed this way,1
3245, the ds version sucks,0
3246,on my way to school not feeln this rainy day at all but i had lots of fun this weekend  ,1
3247, congratulations i am heart hacker not a computer hacker,2
3248,i am going to be sooooo busy today its not funny i hate busy days,0
3249, i still have an hour,1
3250, oh dear thats just disturbing   the coffee connoisseur in me just died a little,0
3251, ouch give me a heads up so ill know when to duck,1
3252, the problem is superstars always deliver huge files too much energy pixels,0
3253,i just realised how much i love sundays,2
3254,wish my headachealmost migraine would go away,1
3255,hairspray in hair  lighterbong  new haircut,1
3256,listening to jesses music   on myspace also getting the hang of twiiter i feel that i need more followers  dont be shy,1
3257, ahhh  ok remember the film now  never saw it though will have to check it out thanks,2
3258,traveler i want the tix  oh right  im know where near vacaville ca,1
3259,a guy called me adhd kid earlier today and that hurts,0
3260,im surfin,1
3261,  meebocom is a free thing  it doesnt effect the comp thats what i use ,2
3262,insomniaa  been trying to sleep for 2 hours  ,1
3263,happy mothers day mamma,2
3264,1 welcome to the twitter world andrew tell david to have a twitter too haha just kiddin i know he doesnt want to have one booo,1
3265,just decorated moms room while she was asleep for mothers day  shell wake up to a banner and balloons woo,2
3266, jealous i wanted see that film,0
3267,hk very funny,2
3268, and its amazing  x,2
3269,my 100th post dedicated to sarahsunny weatherand my love for that snakes on a plane bring it song that should have died already,1
3270,chatting with matt from mercy mercedes lol,1
3271,im at work and im still sick and im really pissed off about sunday,0
3272, they do indeed  glad to hear everything is good with you im great  life is good,2
3273,scramming a little early nibs sounds pathetic,0
3274,i wash my dishes like a boss lol,1
3275,i wish i was out of schoolbut sadly i still have like another month left,1
3276, make me one im still craving shrimp,1
3277, if its any consolation ive had to abandon the back garden thanks to my superreflective laptop screen,2
3278,is so sorry for letting her down,0
3279, are you serious that bloooooows,0
3280, me you counting crows table mountain casino event center near fresno july 19 are we there or are we there,1
3281,dw that was funny,2
3282, so happy you came and said hi twas very nice to meet you indeed  thanks so much for coming over and talking to me,2
3283,aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,0
3284,ooo my goddddd vodafone trouble no network,0
3285,study all day  just finished my care plan  hungry as hell  ima go treat myself with a burrito for a good days work,2
3286, ur mom just called guess not c u  5,1
3287,i definitely feel sorry for jamie stewart amsterdam audience can really suck  and read his post of may 27th  ,0
3288,im not feeling twitter at the moment,1
3289,does not feel like babysitting i want to go to the gym weird i know i miss zack,0
3290,7 wow thats a big listlol i would be happy if i got half of that done now i feel lazythanks just kidding,1
3291,i hate when you cant sleep,0
3292, edgefest  or maybe  since youre driving,1
3293, heres some healingsleep energy sweetie,2
3294,  thats alright add your egg and maybe some sort of leftover meat and its not so bad 3,2
3295, sorry bro  thats rough,0
3296, excellent then chiang mai is definitely a possible next vacation stop thanks for the info,2
3297, grr we are only allowed gas grills where i live it sucks,0
3298, oh nosorry to hear that ,0
3299, thats love,2
3300, its definitely coming hope ur ready,2
3301,i have so much homework  i think i am going to hide in a corner and cry,0
3302,sad that david is leaving tomoro for a week,0
3303, a pleasure bojan,2
3304,decaf isnt cutting it right now   httpblipfm79g85,1
3305, that sounds good too,2
3306,xo today yeah,1
3307,it would be that dover race that they played on classic,1
3308,humidity is not my friend just ask my hair,0
3309, im going to vegas this summer,1
3310,advisor haha im just going to turn off these thingsbut then i cant tweet from my phone  stupid spammers,0
3311,kicking like crazy,1
3312, httptwitpiccom5ut6j  poor thing,0
3313,home dont feel like going to work tomorrow,0
3314,day is going well so far meeting until 4 though,2
3315, thank u sweetie cant wait to set sail with u next week,2
3316,listening hallelujah on youtube leonard cohen wins  xfactor,2
3317,the weather is good mmm what to do today shame working tomorrow,1
3318,watching friends reduces stress inside me thanks to bright kauffman and crane who are created these series  love love love,2
3319,finished work  midday had kiddie dinner  now have no getup  go  ah well its bank holiday   fb,1
3320,tmeme my besties if only  was there  on twitpic httptwitpiccom67hac  my besties if httptwitpiccom67hac,1
3321,hmm had first pizza in ages and feel a bit sick now  thatll teach me,1
3322,my sister is having a stupid party  i wanna hang out with my friends but hilly wont txt me back,0
3323,hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents,2
3324,but why do i have to spend it in the office,1
3325,fort greene brooklyn flea was lovely  looking forward to next weekend already,2
3326, i cant i have an exam on wednesday,1
3327, today was my first day,1
3328,need to get an adjustment neck is all out of whack,1
3329,omg cliff richard songs in my mind just why  lol,1
3330, wolframs got a chinese room problem if chinese or bangalorean hackers can run it without knowing english why should it,1
3331,ive not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ,1
3332,woo hoo  sun outside might be able to get some sunset shots tonight  fingers crossed,1
3333,m transtelecom,1
3334, youre a good friend dave we can wait hope we dont have to wait too long though,2
3335,last time well get tacos like this,1
3336, have you seen the game on the website awesomness go on msn,2
3337, where  u magazine,1
3338, haha lol  no one is effing cool as you you got the wutang and pe tshirts you are gorgeous  represent at the same time,2
3339,  great im glad you enjoy them  i hope you have a great day,2
3340,hmmm hes so lovely i wish he was here now im tired but cant sleep,1
3341, they lost me at us ending  i mean i dont eat greypoupon or anything but i prefer the bleaker original,1
3342, good morning got to be afternoon in germany,2
3343,getting stressed over a sortie tomorrow and like i am really really stress,0
3344,bread in the oven room cleaned almost done with the things on the list for today,1
3345,stathamfans1  you sure are dedicatedgotta love that  have a great  productive day,2
3346,stuck here  lady,0
3347,stuck in anniston mississippi because we got in a car accident  now im scared to drive  boy drivers ed should be fun this summer d,1
3348,leme put this bottle of ciroc in yababy i can make you popular,2
3349,live chat soooon most likely,1
3350,eating some breakfast at panera bread boring cloudy weather lil drizzle,1
